"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","item61","item62","item63","item64","item65","item66","item67","item68","item69","item70","item71","item72","item73","item74","item75","item76","item77","item78","item79","item80","item81","item82","item83","item84","item85","item86","item87","item88","item89","item90","item91","item92","item93","item94","item95","item96","item97","item98","item99","item100","NA","NA","NA","NA","NA","NA"
3,4,3,4,2,3,4,4,4,4,3,4,3,5,4,1,3,4,2,4,5,3,2,4,1,4,3,4,4,4,5,4,3,2,2,4,2,4,3,2,2,3,4,4,4,4,2,4,2,5,2,3,4,3,5,4,3,3,3,5,3,4,3,2,3,3,1,4,5,4,3,2,3,5,2,4,2,4,4,4,2,3,2,4,2,4,2,2,3,4,1,4,3,3,2,3,3,3,4,3,58,42,48,51,67,45
3,4,4,4,2,3,3,2,3,2,3,4,3,4,3,3,3,3,3,4,3,4,3,4,3,4,4,3,2,4,3,3,4,2,3,4,3,4,4,3,2,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,4,2,3,5,2,4,3,3,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,4,4,3,3,4,3,3,3,3,2,4,3,3,3,3,4,4,4,3,4,4,59,45,50,55,57,48
2,5,4,4,2,3,2,4,4,4,3,5,4,2,2,5,4,4,3,1,2,5,4,2,4,5,5,5,3,5,4,5,3,4,4,5,2,4,2,5,1,4,3,4,2,5,4,4,3,5,2,5,3,5,1,5,4,1,1,5,5,3,3,5,5,4,3,3,3,5,5,3,4,5,4,5,4,5,1,5,1,3,4,5,2,5,3,4,4,4,5,4,4,4,5,4,5,4,5,4,67,56,69,48,65,48
4,4,3,2,3,3,4,4,4,5,2,5,5,2,2,4,2,3,4,3,3,4,3,1,4,5,3,4,3,2,4,4,3,4,2,5,4,3,3,4,2,3,3,4,3,5,2,4,5,5,3,5,1,5,5,2,4,4,2,5,4,3,3,4,4,3,3,4,3,5,4,3,4,4,3,5,3,3,5,4,2,2,4,5,4,3,2,3,4,4,3,4,2,4,4,5,5,4,5,5,59,45,64,46,58,65
5,3,3,4,3,3,4,4,3,4,2,4,4,4,2,4,3,3,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,3,3,4,5,2,3,3,3,3,3,5,3,4,4,3,4,4,3,4,2,3,4,4,4,3,2,3,3,2,4,3,4,4,2,4,3,4,4,4,4,4,4,4,3,2,4,4,3,4,3,4,4,2,3,4,3,3,4,4,4,4,3,4,4,4,5,4,54,48,59,54,58,62
5,4,3,4,3,3,4,4,4,1,3,3,4,4,3,4,4,2,4,4,5,3,2,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,2,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4,3,3,4,4,4,4,4,4,3,3,4,4,4,2,3,5,5,3,4,5,4,4,4,4,3,3,3,3,4,4,4,4,55,55,55,58,61,63
4,4,3,4,3,3,4,5,2,4,4,5,4,4,3,3,3,3,4,4,3,3,3,2,3,5,4,5,3,2,5,5,3,3,3,5,3,5,3,3,2,3,4,4,3,4,4,4,4,4,3,2,3,5,4,3,3,2,3,5,3,4,3,4,4,3,3,4,3,4,4,3,4,4,4,4,2,4,5,5,3,2,3,5,3,3,1,3,4,3,4,4,3,3,3,3,4,4,5,3,58,51,53,47,67,61
4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,4,4,5,5,4,4,2,4,4,4,4,2,4,4,5,4,3,4,2,3,4,4,4,4,5,4,5,5,2,4,2,4,3,4,4,4,3,4,5,5,3,4,4,3,3,4,4,5,4,3,4,5,3,4,1,4,4,4,4,3,4,4,4,3,2,3,2,3,4,3,3,4,3,2,5,4,5,5,55,49,59,56,67,66
3,4,4,4,3,3,3,2,4,4,4,5,5,2,4,2,4,2,4,2,3,2,4,3,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,3,2,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,2,2,4,4,4,4,4,4,2,3,3,2,4,5,2,4,4,5,4,2,4,4,3,2,4,4,3,2,4,4,4,2,5,5,56,59,56,54,55,61
4,4,3,4,4,3,2,4,3,4,4,4,3,4,2,2,2,3,3,4,4,3,2,4,5,5,3,4,3,4,3,4,4,3,3,5,5,5,3,2,3,4,4,4,3,4,4,4,4,4,2,4,3,5,3,4,4,4,4,5,4,4,3,3,3,5,4,4,4,3,4,4,5,5,2,5,2,4,3,4,4,5,3,5,3,4,3,4,2,5,4,3,4,3,3,4,5,4,5,3,68,49,57,51,66,59
4,4,4,4,4,3,2,4,2,4,2,5,5,3,3,3,3,2,4,3,3,4,3,5,5,4,3,4,3,4,2,4,3,3,3,5,5,4,4,2,2,4,4,4,2,5,3,5,4,4,1,3,4,5,2,3,2,3,2,5,4,4,4,3,3,5,3,2,3,5,4,5,2,2,3,5,4,4,3,5,3,4,4,5,5,2,3,4,2,4,3,4,2,4,4,3,4,4,4,3,69,50,60,45,56,57
4,4,4,4,4,3,3,4,4,4,2,4,4,3,4,4,2,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,2,2,4,4,3,4,4,4,4,4,3,3,4,4,3,4,3,4,2,4,4,4,3,4,3,3,2,4,4,4,4,2,4,4,4,4,2,4,3,4,3,3,3,5,4,3,3,4,2,4,3,4,4,4,3,2,4,4,4,4,54,47,61,58,62,57
3,2,3,5,4,3,2,2,3,4,3,4,5,3,3,4,2,2,2,2,4,3,3,2,5,4,2,4,2,4,4,5,4,2,4,5,4,4,5,4,4,5,4,4,3,2,2,4,4,4,2,4,3,5,4,4,4,2,5,1,4,5,2,4,4,5,4,3,4,3,2,4,3,3,2,2,3,4,4,5,4,2,4,5,4,4,2,4,4,5,4,4,2,3,2,3,4,4,4,5,61,51,52,49,58,60
3,4,2,3,2,2,2,4,4,2,2,4,4,4,2,4,4,2,3,2,3,2,4,2,4,5,3,4,3,4,4,2,3,4,3,4,4,4,4,3,4,3,3,2,2,3,4,4,5,1,2,4,4,3,4,2,4,2,2,5,4,3,2,4,4,3,4,2,4,4,4,4,4,1,2,2,3,3,2,2,2,2,4,5,4,2,2,3,5,4,4,2,2,4,4,4,4,4,5,4,56,56,50,43,42,58
5,3,3,3,2,2,3,2,2,4,2,5,3,4,2,3,2,2,3,4,3,4,4,3,3,2,2,4,4,4,3,4,2,3,4,5,4,3,3,2,2,3,4,5,2,3,4,2,4,4,2,3,4,4,4,4,3,2,4,5,4,4,3,2,3,2,2,4,4,4,3,4,4,4,1,4,2,5,5,5,4,3,3,5,3,4,3,3,2,3,4,5,2,4,3,3,4,2,4,3,57,48,51,41,61,58
5,4,3,4,2,2,2,5,4,4,4,5,4,4,5,4,3,3,4,4,4,2,3,4,5,5,3,4,4,2,3,5,3,4,4,4,4,4,5,3,2,3,4,5,3,4,5,5,4,5,1,4,2,4,5,5,5,4,4,5,4,5,3,2,4,3,3,4,3,4,4,4,4,5,2,4,2,4,4,5,2,5,4,5,4,3,4,3,4,3,4,5,4,4,5,3,5,5,5,5,59,56,59,54,73,63
3,5,5,4,2,2,3,5,5,5,2,4,5,4,5,3,4,5,5,4,5,4,4,3,4,5,4,5,3,5,4,4,4,3,4,5,5,5,4,2,2,4,4,4,4,4,4,5,2,5,3,5,2,4,5,3,5,3,4,5,4,5,3,4,4,4,1,5,5,4,3,5,5,5,4,5,1,5,5,5,4,5,2,5,3,5,3,3,4,4,5,4,4,4,5,5,4,4,5,5,70,50,63,67,73,63
5,4,2,3,3,2,1,4,4,4,4,4,5,4,2,2,4,3,5,2,4,2,4,4,2,4,2,4,4,4,4,4,3,2,4,5,4,4,2,4,4,4,4,4,3,3,4,5,5,3,1,3,3,4,2,2,4,2,4,5,3,4,3,5,4,4,2,2,3,3,2,4,4,3,1,4,4,4,2,4,4,1,5,5,4,2,3,2,4,4,5,3,3,3,4,5,4,4,5,5,66,61,47,44,53,57
3,4,3,4,3,2,3,5,2,4,4,5,3,3,2,3,4,2,4,4,2,4,5,2,4,5,4,4,2,4,3,5,3,3,3,3,4,4,3,3,4,3,4,4,1,4,5,4,4,5,3,3,3,4,3,4,4,4,4,4,4,5,3,3,4,4,2,3,2,4,5,3,5,5,3,2,3,3,3,5,2,4,5,5,4,5,2,4,4,4,3,5,2,3,5,3,5,5,5,4,55,63,56,41,71,56
2,1,3,4,3,2,4,4,3,4,2,3,4,4,2,2,2,4,4,5,5,4,4,2,2,4,2,4,4,3,4,4,3,1,3,3,4,4,3,2,2,5,4,5,1,4,4,4,1,4,1,4,3,3,4,4,3,2,4,3,4,4,4,2,2,4,4,4,4,4,3,4,4,4,2,4,2,2,4,4,2,3,4,3,4,4,2,2,1,4,4,4,2,4,4,5,3,2,4,4,54,47,50,42,63,57
4,3,3,3,4,2,4,3,2,5,3,5,5,3,4,2,3,2,4,5,4,3,4,2,4,3,3,4,3,3,4,4,4,2,4,5,4,3,3,3,2,3,4,4,2,2,2,2,3,4,2,4,3,4,5,3,4,4,2,5,4,4,2,2,4,4,2,3,4,4,3,3,4,1,3,3,4,2,5,4,2,2,4,5,4,2,2,2,1,4,5,3,4,4,4,3,4,4,5,4,54,50,49,48,52,65
3,4,1,4,4,2,1,4,2,5,4,4,2,4,2,3,3,2,2,4,4,2,3,4,2,5,2,4,5,4,2,3,3,4,4,5,4,4,3,4,2,2,3,5,2,4,2,3,2,5,1,4,4,2,4,4,2,5,4,5,3,4,2,4,4,2,1,4,4,5,2,3,3,4,2,4,5,1,4,4,2,4,3,4,3,4,2,3,3,2,3,4,3,4,3,3,4,3,5,3,48,55,63,37,66,42
5,4,2,4,4,2,5,4,4,4,4,5,3,4,4,4,4,2,4,2,4,4,5,2,4,3,3,4,5,2,5,4,4,4,4,5,5,4,3,5,4,2,2,4,3,5,5,4,5,4,2,4,5,2,4,4,3,4,2,5,5,4,3,5,5,2,2,3,4,5,5,3,4,4,2,5,2,3,5,4,4,3,4,5,4,4,4,4,4,2,3,4,2,4,5,3,5,4,5,5,49,67,68,51,60,65
3,4,2,4,4,1,2,4,2,5,4,3,3,4,3,4,1,3,2,3,2,3,2,2,1,4,2,5,4,1,4,3,2,5,4,2,4,4,1,3,1,5,5,3,1,4,5,3,2,2,1,4,2,2,5,3,4,5,5,2,4,4,2,3,4,5,4,2,2,5,5,2,5,3,1,4,2,2,5,2,4,2,5,2,4,4,1,4,2,3,4,4,2,5,4,4,4,3,2,5,42,54,65,32,53,57
3,2,5,5,1,5,2,2,3,2,4,5,4,3,4,4,3,4,4,4,2,2,4,5,2,4,4,5,4,5,3,3,3,2,4,5,4,4,4,3,3,5,5,4,3,4,4,4,4,4,4,4,2,5,4,2,2,1,4,5,2,3,4,4,4,3,2,3,2,4,2,4,4,2,4,4,4,5,4,2,4,3,4,5,2,1,1,5,3,5,5,3,2,4,3,5,2,4,5,3,75,53,56,51,46,54
4,4,3,2,2,5,4,2,2,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,4,4,5,5,4,4,1,1,4,4,5,5,2,5,4,5,2,5,5,4,5,3,2,4,4,5,4,4,5,3,1,4,3,4,2,5,4,5,4,4,4,5,4,2,5,5,2,5,2,5,5,3,2,4,2,3,3,2,4,4,2,3,4,3,3,4,4,4,5,5,5,4,63,49,67,50,60,66
5,4,4,5,2,5,3,4,5,5,1,4,5,4,5,2,4,5,5,3,5,4,5,5,4,4,5,5,2,5,4,2,4,3,2,4,5,4,5,2,4,5,5,5,5,5,5,5,5,5,2,4,3,5,4,5,4,4,2,5,4,4,4,2,4,5,1,4,5,4,5,4,5,5,2,5,2,5,4,5,4,1,2,4,5,3,4,3,4,5,5,2,4,4,4,5,5,5,4,5,76,51,58,67,63,69
5,4,4,4,3,5,4,5,4,5,3,5,4,4,2,2,1,2,4,4,4,3,4,4,5,4,4,4,4,4,4,5,4,2,4,5,5,5,4,1,1,4,5,5,3,4,5,4,5,2,2,5,2,5,5,5,4,4,4,5,5,5,4,2,1,5,4,3,5,5,4,5,5,4,3,3,2,1,5,5,2,2,4,5,5,4,4,2,2,3,4,3,4,4,3,3,5,4,5,5,65,47,52,57,67,74
5,4,3,5,1,4,4,5,3,5,1,5,5,4,2,2,2,2,5,5,5,3,3,2,4,2,4,4,3,5,2,5,4,3,1,5,4,4,1,2,1,3,5,5,2,4,4,4,5,4,3,3,3,5,4,5,1,5,2,5,5,3,4,2,2,4,2,5,4,4,2,5,5,1,3,5,5,1,5,5,1,4,1,5,5,4,2,3,2,4,5,5,4,4,4,5,3,3,5,4,64,37,58,46,66,70
2,2,2,2,2,4,2,4,4,4,2,4,2,3,4,2,2,2,4,4,4,2,2,2,2,4,3,4,3,4,2,3,2,2,2,5,4,4,4,2,2,4,4,4,2,3,4,4,3,2,2,2,2,4,2,2,2,4,1,1,3,4,4,2,4,4,1,3,2,3,4,4,4,5,2,2,2,5,4,5,2,4,2,5,4,3,2,2,2,4,4,4,2,2,2,4,4,3,3,4,60,38,42,43,56,47
5,2,2,4,2,4,4,4,3,4,2,5,5,2,4,2,1,4,4,4,4,4,4,2,2,5,2,4,4,3,5,4,2,1,4,5,4,4,2,2,1,4,5,5,2,4,4,5,4,4,2,5,2,4,4,4,4,2,2,5,2,3,2,2,2,4,2,4,4,4,4,5,4,4,2,4,4,2,4,5,2,1,2,5,1,2,2,4,2,5,4,4,4,4,4,5,4,4,5,4,67,44,51,43,60,59
4,4,2,4,2,4,5,2,4,4,2,3,4,2,4,2,2,4,4,4,5,3,1,2,4,2,3,3,2,2,4,4,3,2,2,3,5,4,4,2,1,3,4,4,2,3,4,3,4,4,3,4,2,4,4,4,4,4,2,3,4,3,4,3,4,3,3,3,4,4,3,3,4,4,4,4,1,4,5,4,2,3,4,4,4,2,2,2,4,2,5,2,5,4,2,3,4,4,3,3,50,38,51,55,52,67
2,4,2,4,2,4,2,2,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,2,2,4,4,2,2,4,2,4,4,2,4,4,2,4,2,2,4,4,4,4,2,2,4,4,2,4,4,2,2,4,4,4,4,2,4,4,4,4,2,2,2,4,2,4,4,2,4,4,5,4,4,5,2,5,4,4,4,2,4,4,4,2,4,2,2,4,3,4,4,4,4,5,4,4,4,4,64,50,41,56,60,50
5,4,4,4,2,4,4,4,4,3,2,5,4,3,3,4,3,4,4,4,4,4,3,4,5,3,4,4,4,4,4,3,4,3,2,5,4,4,2,2,2,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,4,3,2,2,4,3,4,4,4,4,2,5,4,3,4,2,4,5,4,3,2,4,5,4,4,3,2,2,5,4,3,4,4,4,5,4,3,5,4,68,47,54,55,60,67
4,3,2,5,2,4,5,5,4,5,2,5,5,4,4,5,5,1,5,4,5,2,2,4,4,3,2,5,5,4,4,5,4,2,2,5,5,2,3,2,4,1,5,5,2,5,4,5,5,4,2,5,4,4,5,5,4,4,2,5,4,4,4,3,2,4,4,3,4,5,4,4,4,4,3,5,4,4,5,5,2,3,4,5,5,3,4,3,3,4,5,4,2,4,4,4,4,3,5,3,63,53,63,51,63,74
5,5,5,4,3,4,2,4,2,2,2,4,3,4,4,3,2,4,4,4,5,3,4,5,5,5,5,5,4,3,4,4,2,2,3,5,5,5,4,2,2,5,3,4,4,5,4,5,4,5,4,2,4,5,4,4,5,2,2,3,4,4,2,3,2,5,1,4,3,5,2,5,5,5,5,2,4,4,5,5,2,1,4,5,5,5,4,2,2,5,4,4,5,3,2,5,5,5,5,5,72,46,46,61,71,63
1,3,2,4,5,4,1,5,2,1,5,1,4,5,2,1,3,3,4,4,3,1,1,2,1,3,5,4,5,4,4,5,2,1,1,2,2,1,4,2,3,3,5,3,1,4,4,4,1,4,1,1,5,3,5,4,1,4,4,4,5,5,4,1,4,3,3,1,2,2,5,2,5,1,1,3,3,2,4,4,1,5,1,5,4,5,2,3,4,3,3,3,5,4,3,2,2,2,4,2,47,56,41,38,56,52
1,3,3,3,1,3,1,5,3,1,2,1,4,2,3,1,1,3,5,5,5,2,1,2,1,5,2,3,2,5,4,5,3,2,3,3,1,5,2,2,1,4,5,5,4,1,2,4,3,5,4,3,1,5,3,4,3,1,4,2,3,4,2,3,1,4,3,4,4,1,3,4,4,5,4,4,1,5,4,4,4,3,2,2,2,3,2,1,3,4,3,4,4,2,2,4,2,4,2,3,55,30,33,52,68,47
5,3,4,4,1,3,4,5,4,4,1,5,4,4,2,2,1,3,4,4,4,3,1,4,4,4,4,4,2,3,2,4,4,1,2,4,3,4,3,2,1,2,4,5,5,4,2,4,5,1,2,2,1,4,5,4,3,3,3,5,3,4,3,3,3,3,2,4,4,2,3,4,4,5,3,4,2,2,4,4,3,1,1,5,3,3,1,3,2,3,4,3,5,3,2,3,4,3,2,2,57,28,45,54,61,60
2,1,4,5,1,3,5,5,4,5,1,5,5,3,4,4,3,3,4,3,3,4,4,2,2,4,4,4,2,3,5,5,4,3,1,3,3,1,3,4,4,4,4,4,4,5,4,4,3,1,3,5,2,4,5,4,5,5,3,3,3,3,4,4,4,5,4,4,4,5,1,5,3,4,4,2,4,3,5,5,2,5,4,3,2,2,5,5,5,4,5,5,5,5,3,3,4,4,5,5,57,46,70,62,54,60
4,2,4,3,2,3,3,3,4,2,4,4,3,4,3,2,3,4,4,3,4,2,4,4,4,4,4,4,4,3,2,3,4,2,5,4,4,4,3,2,4,4,4,4,2,3,4,4,3,2,2,4,4,4,4,3,4,1,4,3,3,4,3,3,4,3,4,2,4,2,4,4,4,2,4,4,4,4,4,3,3,2,4,4,4,2,2,2,4,2,4,2,3,2,3,4,4,2,4,4,58,61,40,53,47,58
4,3,2,4,2,3,4,3,3,4,5,4,3,4,2,3,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,2,4,2,4,4,4,4,4,3,2,4,4,3,2,4,4,4,4,4,2,3,3,4,3,2,4,3,2,4,3,4,2,3,3,4,4,3,3,4,3,3,4,4,2,2,2,4,4,4,3,2,4,4,2,2,2,3,2,4,4,4,2,3,4,4,4,4,3,3,62,51,50,44,53,59
4,3,3,4,2,3,3,4,4,3,2,5,2,4,2,2,3,3,4,4,4,4,2,2,4,4,3,4,2,4,4,4,3,2,4,5,4,4,3,2,2,4,3,4,2,5,4,4,4,4,1,4,3,4,4,4,3,2,2,5,3,4,4,2,3,4,2,4,4,4,4,4,4,4,3,3,3,4,4,4,3,1,4,5,3,2,3,2,2,4,3,4,3,4,2,3,4,3,4,4,63,44,48,48,61,55
4,2,3,4,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,2,5,4,4,2,2,4,3,4,4,4,3,2,4,3,5,4,3,2,2,2,3,4,3,4,4,4,4,3,2,2,3,4,4,3,2,4,4,4,3,4,3,4,4,2,2,3,5,5,4,4,4,2,3,2,3,4,4,5,4,3,3,4,2,2,2,2,3,2,4,2,5,3,3,4,5,4,4,4,56,55,50,53,52,59
2,3,3,4,2,3,3,4,3,4,2,4,5,2,4,4,4,4,5,4,4,3,2,4,4,4,3,4,2,4,4,4,4,3,2,4,4,3,4,3,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,2,4,4,3,2,2,3,4,4,4,4,4,4,3,4,4,2,3,2,4,4,4,2,4,3,5,4,2,4,4,2,5,4,3,4,2,4,4,4,4,5,4,64,44,55,53,56,63
4,4,4,4,2,3,4,4,4,4,4,5,2,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,2,4,3,4,4,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,4,4,4,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,64,52,52,59,62,61
5,4,3,4,3,3,4,4,3,4,3,4,5,4,4,4,4,4,3,4,3,3,4,4,5,4,4,4,4,4,3,4,3,2,3,4,5,5,2,3,2,4,4,4,2,4,4,4,5,4,2,4,4,5,4,4,4,4,3,4,5,4,4,4,4,3,2,4,4,3,4,4,4,3,3,4,4,4,4,4,2,2,4,4,5,4,2,3,4,4,3,4,3,2,4,3,4,4,4,5,62,58,54,48,64,66
5,4,3,4,3,3,5,5,4,3,4,3,4,4,4,5,4,3,3,4,4,4,3,3,5,4,4,4,3,4,5,4,3,4,2,5,5,3,4,4,3,3,4,3,3,4,4,4,5,4,2,4,2,3,5,3,3,2,2,5,4,4,3,3,4,5,4,4,4,4,3,4,4,4,3,4,3,4,4,5,4,2,4,5,5,2,3,4,2,5,5,3,2,3,3,3,5,4,5,5,62,49,58,53,60,72
4,3,3,4,3,3,4,3,5,4,3,5,3,2,3,3,2,3,2,4,5,2,1,4,5,5,4,5,4,3,2,4,3,2,3,5,5,4,3,2,2,2,3,4,2,4,3,4,4,5,2,4,4,3,5,4,3,4,2,4,4,3,2,2,2,3,2,4,4,3,2,3,4,5,3,4,2,5,5,4,3,2,3,5,4,3,2,3,3,3,5,5,3,2,3,4,4,3,4,4,59,42,50,50,62,61
5,4,3,4,4,3,4,4,4,2,5,4,3,4,4,1,4,4,3,4,5,2,4,4,4,5,4,4,4,5,4,4,4,1,4,5,5,4,4,1,3,4,4,4,3,4,4,5,5,4,2,5,4,4,5,5,4,3,5,5,5,4,4,1,4,4,4,5,4,4,4,5,4,4,2,2,4,5,5,5,3,3,4,5,4,3,3,2,2,4,4,4,4,3,4,5,5,4,5,5,71,63,42,57,67,68
2,4,3,4,4,3,3,4,3,3,2,3,2,4,2,2,3,2,3,4,4,4,4,2,2,4,3,4,2,4,4,4,4,3,3,4,2,4,3,3,3,3,3,4,4,5,4,3,4,4,2,4,3,4,3,4,4,3,3,4,3,3,4,3,3,2,4,4,4,4,3,2,3,4,2,4,3,4,4,4,2,2,4,4,2,4,3,4,2,2,2,2,3,3,2,3,4,3,3,2,49,48,55,50,61,46
4,4,4,4,4,3,4,4,2,2,2,4,2,5,2,2,2,2,2,4,2,2,4,4,3,5,3,4,3,4,4,3,4,2,2,4,3,4,2,2,2,4,3,5,2,3,3,4,4,4,2,3,4,4,4,3,4,2,1,5,3,3,2,2,2,5,4,4,2,3,2,2,4,4,2,3,2,5,4,3,3,2,4,5,2,4,2,2,2,3,3,4,3,2,3,4,4,4,4,2,62,42,40,41,63,53
3,4,4,4,4,3,3,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,3,4,2,4,4,4,2,4,4,3,3,4,2,4,3,3,4,3,2,4,4,4,3,4,4,4,3,4,2,4,4,4,4,4,3,4,2,5,3,4,3,3,3,4,3,4,3,4,3,2,4,4,3,4,2,4,4,4,2,3,4,5,4,2,3,4,3,3,3,3,3,3,3,4,4,4,4,5,62,48,59,51,58,53
2,4,5,4,4,3,2,3,4,4,3,4,4,3,2,4,4,3,4,4,5,2,2,2,2,4,3,4,4,4,4,2,4,3,2,4,4,2,4,4,3,4,4,4,4,3,3,4,4,3,2,4,4,4,4,4,3,2,2,4,4,3,3,4,4,4,3,4,4,3,4,2,2,4,3,5,2,4,3,4,2,2,4,4,2,4,3,4,4,5,4,4,4,3,4,5,4,4,4,4,60,53,55,55,56,52
5,2,4,4,1,2,3,3,2,4,2,5,5,3,2,2,2,4,4,5,3,2,3,4,4,2,3,4,3,4,5,3,4,3,2,5,5,4,4,2,2,4,4,4,3,4,4,4,4,2,2,4,4,5,5,5,4,4,2,2,3,4,2,4,3,5,3,4,3,5,2,5,4,2,3,4,4,5,5,4,3,2,3,5,2,2,2,2,2,5,4,4,3,4,2,5,4,3,5,2,69,41,54,47,53,65
4,4,4,5,1,2,3,4,4,4,2,5,5,1,4,4,4,4,4,3,2,4,4,2,4,5,4,5,2,4,5,4,3,3,4,5,5,2,1,4,4,4,5,5,2,5,4,4,4,5,3,5,2,4,2,5,3,3,4,5,4,2,4,5,5,5,2,4,2,5,4,5,4,5,4,5,3,4,4,4,2,4,3,5,5,3,2,5,3,5,5,4,4,5,5,5,4,2,5,4,68,54,71,48,60,65
3,3,2,4,2,2,4,4,2,5,4,5,3,1,2,5,4,2,3,5,3,1,4,4,4,4,2,4,3,2,4,4,2,4,2,5,2,4,3,4,4,2,4,5,1,2,4,3,4,2,2,4,3,4,4,3,2,4,4,2,4,4,4,5,4,2,4,5,3,2,4,2,4,4,4,2,3,4,5,4,2,2,4,5,2,4,4,4,4,2,4,4,2,2,5,3,4,4,5,4,49,58,54,40,60,58
5,3,3,4,2,2,4,4,3,5,4,4,5,2,2,2,4,3,4,3,4,4,4,2,4,4,3,4,4,2,4,5,2,3,3,4,5,3,4,3,2,4,5,5,2,4,4,4,4,4,2,4,2,3,4,5,4,4,2,4,4,2,3,3,2,4,4,2,4,3,4,4,4,4,4,4,1,2,4,4,2,4,2,4,5,4,3,2,2,4,4,4,4,4,2,4,4,2,3,3,54,44,57,49,58,69
4,3,2,5,2,2,2,3,5,4,4,5,2,4,4,4,5,4,3,2,5,2,3,5,4,4,2,3,5,2,2,4,4,3,4,5,3,4,4,5,2,2,2,3,3,4,4,4,5,4,1,2,4,4,2,4,4,2,3,5,3,5,4,3,4,4,2,5,4,3,4,3,2,4,3,4,4,2,4,4,4,4,4,5,2,2,2,2,2,4,4,2,4,2,2,4,4,2,1,4,60,56,52,55,57,46
5,4,5,5,2,2,5,5,4,4,4,5,5,4,5,1,2,2,4,4,4,5,2,2,5,5,5,5,1,5,4,5,4,5,2,4,5,2,5,5,2,2,5,5,4,4,5,5,5,4,4,4,2,4,4,5,2,4,2,5,5,5,5,5,4,2,2,5,5,5,2,3,3,3,5,5,3,5,2,5,4,4,2,5,5,3,4,5,4,2,4,4,5,5,4,3,5,5,5,5,56,43,71,70,68,68
4,4,2,2,3,2,5,4,4,4,4,1,4,4,4,3,4,3,2,2,4,3,4,1,1,4,2,4,2,2,4,5,4,4,4,3,4,2,4,4,4,1,5,2,2,3,2,4,4,5,2,4,2,4,4,4,2,4,4,3,5,4,3,4,4,1,5,3,3,2,2,3,4,2,2,2,2,3,4,2,2,2,5,1,5,2,2,4,4,1,3,4,2,5,3,2,2,4,5,3,35,53,54,44,53,63
4,4,2,3,3,2,4,5,3,2,4,5,4,4,2,1,2,4,3,5,4,3,4,4,2,5,4,3,3,4,5,4,4,1,4,4,4,3,2,2,2,4,4,4,2,3,4,4,4,5,1,3,3,4,5,4,3,2,4,5,3,4,2,2,3,4,3,5,4,4,5,4,4,5,4,2,4,3,5,4,3,1,4,5,2,5,3,2,2,4,4,4,4,2,4,4,5,4,5,2,64,55,36,47,70,60
4,2,4,5,3,2,4,5,1,5,4,5,5,2,3,4,2,5,4,5,4,4,3,4,5,4,3,3,5,4,3,4,2,1,4,5,2,5,4,4,1,5,4,5,2,4,2,5,5,4,3,4,5,4,5,5,3,2,2,5,2,4,4,4,2,5,1,2,4,5,2,5,2,4,4,5,3,2,4,5,2,5,4,5,1,5,2,1,2,5,5,4,5,3,3,5,4,2,2,4,71,47,59,50,65,56
5,3,4,3,4,2,4,2,4,5,2,5,3,4,3,4,4,2,4,2,4,4,4,2,3,3,3,4,3,2,2,2,2,4,1,5,5,5,4,3,3,1,4,4,4,4,4,3,4,5,2,1,5,4,3,2,4,2,2,5,3,3,3,3,4,2,2,4,4,4,2,4,3,4,2,2,4,3,5,5,3,4,4,4,2,3,4,4,3,4,4,4,3,4,4,4,4,3,5,4,52,53,55,53,55,56
